FileSizeMB,BlockSizeMB,ChunkSizeMB,ThroughputMBs,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,CPU8,CPU9,CPU10,CPU11
2000,67108864,1048576,5.13975111783162105894e+02,4.27083333333333285964e+01,3.33333333333333285964e+01,1.15979381443298965593e+01,2.83505154639175271925e+00,2.89340101522842623183e+01,9.23076923076923172573e+00,4.76190476190476186247e+00,3.34190231362467837783e+00,6.41025641025640968707e+00,6.47668393782383322588e+00,2.06718346253230000897e+00,4.39276485788113646436e+00
2000,67108864,1048576,5.41788117503006901643e+02,1.92411924119241177777e+01,8.62533692722372080652e+00,8.60215053763440984369e+00,2.16802168021680197185e+00,4.58221024258760110115e+01,4.93150684931506866349e+00,1.50395778364116097237e+01,1.77111716621253414417e+01,5.43478260869565188429e-01,1.90735694822888279809e+00,1.88524590163934426812e+01,7.06521739130434767162e+00
2000,67108864,1048576,5.27024082101919589149e+02,2.63157894736842079553e+00,1.37566137566137562942e+01,1.85676392572944308768e+01,2.06896551724137935935e+01,2.63157894736842079553e+00,5.51181102362204722311e+00,1.14285714285714288252e+01,2.85714285714285693984e+01,2.10526315789473672524e+00,5.27704485488126628923e+00,3.48284960422163578642e+01,7.40740740740740655212e+00
2000,67108864,1048576,5.10479766751584975282e+02,1.73469387755102033566e+01,5.85241730279898231259e+00,9.69387755102040848953e+00,1.55216284987277362006e+01,1.48717948717948722503e+01,3.07888040712468153970e+01,6.50000000000000000000e+00,2.55754475703324812841e+00,3.57142857142857117481e+00,1.23076923076923083755e+01,1.27551020408163262587e+00,2.77202072538860093687e+01
2000,67108864,1048576,5.16770360946010214320e+02,4.63917525773195862371e+01,3.35051546391752586018e+00,8.03108808290155451459e+00,3.35917312661498712600e+00,3.34203655352480453189e+01,8.46153846153846167510e+00,4.73815461346633437500e+00,1.22395833333333321491e+01,9.02061855670103085458e+00,5.97402597402597379528e+00,3.09278350515463928971e+00,1.28865979381443285234e+01
2000,67108864,1048576,5.01377660466546956286e+02,1.48241206030150749484e+01,1.51133501259445846010e+00,1.62907268170426071663e+01,1.07769423558897230464e+01,3.56060606060606090750e+01,9.75000000000000000000e+00,9.80392156862745167700e+00,2.34848484848484844179e+01,2.11055276381909528993e+01,4.29292929292929237306e+00,2.26700251889168757913e+00,7.51879699248120303423e+00
2000,67108864,1048576,5.07964244396836932083e+02,9.46291560102301865243e+00,3.03797468354430355575e+00,4.56852791878172581619e+00,2.54452926208651364348e+00,3.43511450381679424027e+01,1.92307692307692335021e+01,1.95488721804511271785e+01,1.30102040816326542938e+01,1.87179487179487189508e+01,3.32480818414322287779e+00,2.30179028132992335998e+00,2.69720101781170491506e+01
2000,67108864,1048576,5.28199376249356532753e+02,3.95778364116095016101e+00,7.93650793650793606737e-01,1.18421052631578938019e+01,2.94906166219839107612e+01,1.65354330708661443339e+01,6.97674418604651158660e+00,4.24403183023872632162e+00,2.06896551724137935935e+01,1.86170212765957443501e+00,3.42105263157894778914e+00,7.42705570291777128489e+00,4.63157894736842123962e+01
2000,67108864,1048576,5.40055220646311113342e+02,9.09090909090909171653e+00,3.78378378378378421587e+00,1.68021680216802167251e+01,1.40921409214092125950e+01,8.94308943089430918860e+00,6.34920634920634885390e+00,2.03252032520325194298e+01,2.89189189189189193030e+01,3.51351351351351359753e+00,1.35501355013550139894e+00,1.74262734584450420527e+01,1.97831978319783203801e+01
2000,67108864,1048576,5.33866915519831536585e+02,4.01069518716577544382e+00,1.28000000000000007105e+01,1.01604278074866307691e+01,5.31914893617021267147e+00,1.87165775401069511830e+00,1.70157068062827221411e+01,8.31099195710455695973e+00,2.21925133689839562123e+01,1.42091152815013419541e+01,2.20430107526881720048e+01,6.45161290322580605050e+00,2.45283018867924518247e+01
2000,67108864,1048576,5.41427457248211226215e+02,2.53369272237196732078e+01,1.30081300813008144956e+01,9.13978494623655990381e+00,5.69105691056910512060e+00,7.02702702702702719506e+00,8.44327176781002641803e+00,5.10752688172043001202e+00,2.71002710027100279788e+00,1.62162162162162171164e+00,2.46575342465753415411e+01,3.26086956521739113057e+00,4.58791208791208759976e+01
