FileSizeMB,BlockSizeMB,ThroughputMBs,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,CPU8,CPU9,CPU10,CPU11
3000,67108864,3.57544797085580853491e+02,9.04761904761904744987e+00,1.32934131736526932599e+01,7.80312124849939880988e+00,1.99279711884753893969e+01,1.09112709832134289201e+01,9.59232613908872977504e+00,1.60095579450418163958e+01,4.89260143198090702299e+00,1.16028708133971285577e+01,8.93921334922526789057e+00,1.37019230769230784261e+01,2.35645933014354085344e+01
3000,67108864,4.33654227825163332000e+02,6.47482014388489179879e+00,6.52173913043478226115e+00,4.10740203193033366347e+01,5.80551523947750336418e+00,1.87772925764192137876e+01,1.44717800289435594152e+01,1.18326118326118319146e+01,5.94202898550724611937e+00,1.08853410740203191409e+01,8.95953757225433555789e+00,9.27536231884058004482e+00,1.09985528219971051556e+01
3000,67108864,4.29371163031944377053e+02,1.32290184921763867010e+01,1.23563218390804596680e+01,7.74748923959827795471e+00,7.27532097004279609820e+00,2.68115942028985543288e+01,1.90476190476190474499e+01,7.20461095100864579166e+00,1.57593123209169050369e+01,9.02578796561604512760e+00,1.03151862464183388113e+01,1.17985611510791379430e+01,1.16546762589928061260e+01
3000,67108864,3.87145879277332880974e+02,1.12258064516129039134e+01,1.44329896907216479462e+01,1.13842173350582154256e+01,1.68814432989690743625e+01,6.75324675324675283150e+00,6.58064516129032295311e+00,9.70245795601552352139e+00,1.00775193798449613780e+01,6.72703751617076228797e+00,1.13695090439276480510e+01,2.34680573663624514325e+01,2.24675324675324681323e+01
3000,67108864,3.89839179643221768856e+02,1.43603133159268931962e+01,1.40259740259740244284e+01,8.83116883116883144567e+00,1.87664041994750654396e+01,1.35170603674540679151e+01,1.02864583333333321491e+01,7.92207792207792227401e+00,1.32985658409387230705e+01,1.01167315175097272117e+01,6.38852672750977834681e+00,8.33333333333333214910e+00,1.98423127463863337994e+01
3000,67108864,4.26609937025263150190e+02,8.40455840455840430536e+00,9.88538681948424091672e+00,6.15164520743919940315e+00,3.66855524079320076680e+01,1.13960113960113957887e+01,7.70328102710413631371e+00,1.15549215406562062469e+01,1.35714285714285711748e+01,1.35135135135135140416e+01,1.03693181818181816567e+01,1.00143061516452078763e+01,9.98573466476462101582e+00
3000,67108864,3.73551879445345207387e+02,9.80148883374689816605e+00,1.29675810473815467105e+01,9.67336683417085474446e+00,1.07634543178973718369e+01,1.01376720901126411434e+01,7.12499999999999911182e+00,7.13391739674593239329e+00,7.12499999999999911182e+00,1.20646766169154240345e+01,1.39097744360902240146e+01,2.34335839598997495159e+01,2.29813664596273277141e+01
3000,67108864,3.97561674736506063255e+02,1.78571428571428576504e+01,1.11850865512649804145e+01,1.85828877005347585794e+01,2.26790450928381943640e+01,1.13606340819022459954e+01,1.16556291390728485879e+01,1.98938992042440325747e+01,7.12401055408971028982e+00,5.83554376657824924735e+00,7.32356857523302196000e+00,4.24403183023872632162e+00,8.42245989304812781029e+00
3000,67108864,4.12186825602242720379e+02,8.08219178082191724855e+00,1.13259668508287294486e+01,1.09439124487004093567e+01,3.12154696132596676250e+01,9.79310344827586298777e+00,1.99175824175824160989e+01,1.25517241379310338090e+01,1.10957004160887660049e+01,9.09090909090909171653e+00,7.80821917808219190249e+00,1.02635228848821071779e+01,1.14482758620689661910e+01
3000,134217728,3.53237272419528153478e+02,4.82352941176470562112e+00,9.98824911868389975211e+00,1.28841607565011813108e+01,3.67924528301886795134e+01,1.28841607565011813108e+01,1.27934272300469462635e+01,8.22561692126909527190e+00,1.00472813238770690702e+01,7.90094339622641506082e+00,1.13074204946996470511e+01,1.31516587677725116379e+01,7.33727810650887501964e+00
